标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,任务类型
【剪辑服务】需要个人指导影视后期剪辑,https://task.epwk.com/1073092/,3304人,4人,¥4000,圆满完成,威客特UhFuS,需要个人指导影视后期剪辑，软件AE，，教会简单的资源，套用模板，具体预算详谈,2024-03-06,2024.04.03,任务编号：1073092,4000.0,10天,山东省-青岛市-市北区,青岛众智创想文化传播有限公司,https://shop.epwk.com/7g5yk4kx9n0q/,青岛众智创想文化传播有限公司,出售服务,https://shop.epwk.com/7g5yk4kx9n0q/chushou/,企业,六品,57分,总 4 次中标，交易总金额,￥8550.00,青岛众智创想文化传播有限公司,,动漫设计服务,"￥500
            /起",平面设计服务,"￥500
            /起",教程拍摄剪辑,"￥500
            /起",三维特效制作,"￥500
            /起",剪辑服务
【剪辑服务】短视频修改,https://task.epwk.com/1071456/,917人,3人,¥200,圆满完成,龙飞翔8phrT,短视频修改，具体需求详谈,2024-02-12,2024.02.14,任务编号：1071456,200.0,3天,浙江省-金华市,东阳市卓林影视传媒,https://shop.epwk.com/0jnek900jnv3/,东阳市卓林影视传媒,出售服务,https://shop.epwk.com/0jnek900jnv3/chushou/,企业,九品,41分,,,东阳市卓林影视传媒,,宣传片制作服务,价格面议,短视制作频服务,价格面议,广告制作服务,价格面议,创意包装设计,价格面议,剪辑服务
【视频定制】视频定制，2段楼体视频，外墙用MOCHA把公司招牌做上去,https://task.epwk.com/1065274/,406人,1人,¥200,圆满完成,macro_chen,渲染输出参数按原视频（4K30帧68948码率）导出MOCHA跟踪效果参照：图片1、图片2视频下载：https://pan.baidu.com/s/1DxXQMFTjcXA9bsY7u9Iuaw?pwd=1234 提取码：1234,2023-11-28,2023.11.28,任务编号：1065274,200.0,1天,辽宁省-铁岭市,拾光工作室,https://shop.epwk.com/omdwkl24rdrp/,拾光工作室,出售服务,https://shop.epwk.com/omdwkl24rdrp/chushou/,个人,七品,40分,,,拾光工作室,,3D效果图设计,价格面议,各类视频剪辑,价格面议,,,,,视频定制
【动画制作】制作科普动画,https://task.epwk.com/1064593/,803人,1人,¥4500,圆满完成,水上景色,根据我们提供的配音稿及配音来制作。每集时长11min左右的简单科普动画,2023-11-21,2023.11.21,任务编号：1064593,4500.0,7天,河南省-开封市,河南玄灵文化传播有限公司,https://shop.epwk.com/omdwk9lrwdrp/,河南玄灵文化传播有限公司,出售服务,https://shop.epwk.com/omdwk9lrwdrp/chushou/,企业,四品,56分,总 7 次中标，交易总金额,￥3.21万,河南玄灵文化传播有限公司,,3D角色建模,价格面议,二维动画制作,"￥1000
            /起",三维动画制作,"￥1000
            /起",,,动画制作
【剪辑服务】公司宣传片后期剪辑确定合作,https://task.epwk.com/1064459/,310人,1人,¥300,圆满完成,vitorru,项目:公司宣传片后期剪辑称呼:梁老师地区:西安需求:公司宣传片后期剪辑，用于开会用的，会提供素材，负责后期剪辑就好。3-5分钟。要性价比高的便宜的。联系沟通报价预算:联系报价,2023-11-20,2023.11.20,任务编号：1064459,300.0,3天,北京市-北京市-通州区,圣帆科技,https://shop.epwk.com/0jnek9ygjnv3/,圣帆科技,出售服务,https://shop.epwk.com/0jnek9ygjnv3/chushou/,企业,五品,41分,,,圣帆科技,,企业行业微信公众号小程序H5定制,"￥5800
            /次",动画三维二维制作,"￥30000
            /起",动画三维二维制作,"￥30000
            /起",商业广告片制作,"￥40000
            /起",剪辑服务
【剪辑服务】企业宣传视频后期剪辑,https://task.epwk.com/1063580/,2581人,1人,¥4700,圆满完成,Motus,关于公司宣传的视频的剪辑:准备了图片和视频片段作为素材，有之前的成片可参考；5分钟左右 英文配音 费用另外协商,2023-11-10,2023.11.21,任务编号：1063580,4700.0,5天,广东省-广州市,艺点商铺,https://shop.epwk.com/m7d7wogkw5q8/,艺点商铺,出售服务,https://shop.epwk.com/m7d7wogkw5q8/chushou/,企业,七品,41分,,,艺点商铺,,航拍（航拍师、航拍机、各种机型）,"￥1000
            /起",综艺制作（前期、中期、后期、舞台搭建等）,"￥1000
            /次",三维动画  微电影 淘宝视频,"￥1000
            /次",广告片制作 宣传片制作 年会视频制作,"￥1500
            /起",剪辑服务
【影视拍摄】商业地产公司视频拍摄制作（二期款）,https://task.epwk.com/1063542/,249人,1人,¥24000,圆满完成,vitorru,项目:商业地产公司视频拍摄制作地区:北京（南京或周边均可，就近原则）需求雇主公司是做商业地产的，公司总部在北京，SKP是公司主力店，目前在南京有一个项目，需要做视频的推广营销， 素材脚本文案都没有，拍摄内容未定（比如探店类，宣传片类），需要后期讨论，2月份启动项目，现在是比价阶段，雇主是项目负责人。确定服务商，勿扰，合作愉快,2023-11-10,2023.11.10,任务编号：1063542,24000.0,90天,广东省-深圳市,楷峰文化,https://shop.epwk.com/j7n38qo0o5e1/,楷峰文化,出售服务,https://shop.epwk.com/j7n38qo0o5e1/chushou/,工作室,一品,92分,总 76 次中标，交易总金额,￥28.35万,楷峰文化,,产品外观设计 深圳公司,"￥8000
            /起",包装设计 深圳公司,"￥3500
            /起",创意商业摄影 深圳公司,"￥5000
            /起",,,影视拍摄
【影视拍摄】楼盘绿化宣传片拍摄确定合作,https://task.epwk.com/1061712/,135人,1人,¥1500,圆满完成,vitorru,项目:楼盘绿化宣传片拍摄称呼:孙先生地区:云南昆明市限昆明当地需求:楼盘绿化宣传片拍摄，万科楼盘，这边是接了楼盘绿化的项目，现在做好了，需要做个视频宣传。。具体的细节时长这些都需要摄影团队联系详谈预算:联系报价,2023-10-25,2023.10.25,任务编号：1061712,1500.0,5天,云南省-昆明市,云南富冠传媒,https://shop.epwk.com/81n41greonp6/,云南富冠传媒,出售服务,https://shop.epwk.com/81n41greonp6/chushou/,企业,六品,41分,,,云南富冠传媒,,品牌营销活动策划,价格面议,软件定制开发,价格面议,影视微电影o r 记录片,价格面议,企业产品T V C广告品宣,价格面议,影视拍摄
【影视拍摄】餐饮品牌宣传片拍摄,https://task.epwk.com/1061711/,191人,1人,¥4500,圆满完成,k6794****72,"项目:餐饮品牌宣传片拍摄称呼:高先生地区:昆明市,昆明市需求:店铺在商场里面，手持拍摄就可以，餐饮品牌宣传片，5分钟左右完成时间:近期预算:报价联系备注：微信手机同号",2023-10-25,2023.10.25,任务编号：1061711,4500.0,20天,云南省-昆明市,云南富冠传媒,https://shop.epwk.com/81n41greonp6/,云南富冠传媒,出售服务,https://shop.epwk.com/81n41greonp6/chushou/,企业,六品,41分,,,云南富冠传媒,,品牌营销活动策划,价格面议,软件定制开发,价格面议,影视微电影o r 记录片,价格面议,企业产品T V C广告品宣,价格面议,影视拍摄
【后期制作】脚本制作跟视频制作,https://task.epwk.com/1061703/,944人,1人,¥2500,圆满完成,epqihua,脚本制作跟视频制作，具体按照谈好的制作,2023-10-25,2023.11.06,任务编号：1061703,2500.0,10天,福建省-厦门市,观南山（厦门）文化创意有限公司,https://shop.epwk.com/2j5xookk95xm/,观南山（厦门）文化创意有限公司,出售服务,https://shop.epwk.com/2j5xookk95xm/chushou/,企业,四品,41分,,,观南山（厦门）文化创意有限公司,,移动端设计开发,"￥5000
            /件",定制级高端网站建设,"￥5000
            /件",专题活动设计－推广页面设计,"￥1000
            /件",VI设计,"￥5000
            /件",后期制作
【创意短视频】大健康类的信息流视频剪辑尾款,https://task.epwk.com/1061554/,5760人,1人,¥1000,圆满完成,vitorru,项目:大健康类的信息流视频剪辑称呼:朱女士地区:河北省石家庄市需求:大健康类的信息流视频剪辑。暂时１００条左右的量，如果做得好量可以更大。具体有做过信息流经验的联系沟通报价,2023-10-24,2023.10.24,任务编号：1061554,1000.0,1天,山西省-长治市-城　区,辰启文化传媒,https://shop.epwk.com/p05qj3ky1dev/,辰启文化传媒,出售服务,https://shop.epwk.com/p05qj3ky1dev/chushou/,个人,七品,36分,,,辰启文化传媒,,,,,,,,,,创意短视频
【剪辑服务】社团内容题材宣传片剪辑（已确定服务商）,https://task.epwk.com/1061436/,162人,1人,¥500,圆满完成,vitorru,项目:社团内容题材宣传片剪辑所在行业：文化教育组织性质:学校社团地区:北京（仅限北京本地）需求:雇主是学校的学生，属于社团管理部，目前有个宣传片需要去剪辑，由于素材一半以上都是用手机拍摄的，内容大概30G左右，需要剪辑成一个1分钟以内的宣传片，后面要外放宣传，要求服务商效率高，性价比好的，,2023-10-23,2023.10.23,任务编号：1061436,500.0,1天,辽宁省-铁岭市,拾光工作室,https://shop.epwk.com/omdwkl24rdrp/,拾光工作室,出售服务,https://shop.epwk.com/omdwkl24rdrp/chushou/,个人,七品,40分,,,拾光工作室,,3D效果图设计,价格面议,各类视频剪辑,价格面议,,,,,剪辑服务
【动画设计】动画视频制作,https://task.epwk.com/1059520/,351人,1人,¥3000,圆满完成,领航h5eMu,动画视频制作，以协商好的为准,2023-10-07,2023.10.11,任务编号：1059520,3000.0,1天,山东省-济南市,墨染文化传媒有限公司,https://shop.epwk.com/rp5z4mwoxdx3/,墨染文化传媒有限公司,出售服务,https://shop.epwk.com/rp5z4mwoxdx3/chushou/,企业,五品,40分,,,墨染文化传媒有限公司,,微电影设计 微商视频,"￥5000
            /次",产品宣传片,"￥4000
            /次",产品渲染 三维动画,"￥3000
            /次",淘宝视频 三维动画 视频剪辑,"￥1000
            /次",动画设计
【视频定制】制作一个案例发布的视频,https://task.epwk.com/1059434/,794人,2人,¥300,圆满完成,威锐美客aVfe0,准备在发布会上，发布30个入选案例的公司名字及项目名称，但是放在PPT上会显得念起来很麻烦，需要制作一个视频，视频里有这些信息，直接视频播放就可以，配音上案例名字，省去主持人一个个念了。套用ae模板即可。分辨率为2352840.,2023-10-05,2023.10.12,任务编号：1059434,300.0,"2天,1天","江苏省-南通市,安徽省-芜湖市-鸠江区",摩威文化传媒,https://shop.epwk.com/m7d7w7y7w5q8/,摩威文化传媒,出售服务,https://shop.epwk.com/m7d7w7y7w5q8/chushou/,企业,七品,44分,,,摩威文化传媒,,三维演示,"￥800
            /起",mg动画定制,"￥500
            /件",短视频制作,"￥300
            /起",企业宣传片制作,"￥500
            /起",视频定制
【剪辑服务】中国国家实力一展视频剪辑,https://task.epwk.com/1059449/,783人,1人,¥100,圆满完成,独创时空,1，从晚清开始到现在从多视频剪辑有关国家实力片段组合（同一片段不可太长）。2，背景音乐可随配，但得劲爆、有力、热血。3，视频时长1~3分钟。4，视频比例一致。5，画面整体效果简洁明了。,2023-10-06,2023.10.07,任务编号：1059449,100.0,2天,广东省-深圳市-龙岗区,林慧因视频设计,https://shop.epwk.com/z2nkzporonqy/,林慧因视频设计,出售服务,https://shop.epwk.com/z2nkzporonqy/chushou/,个人,九品,40分,,,林慧因视频设计,,林慧因剪辑服务,"￥1314
            /月",,,,,,,剪辑服务
【三维动画】设备断电报警器产品介绍视频后期制作（三维）,https://task.epwk.com/1058429/,672人,1人,¥10000,圆满完成,vitorru,项目:设备断电报警器产品介绍视频后期制作（三维）所在行业:电视广告公司组织性质:公司地区:云南昆明需求:设备断电报警器产品介绍视频后期制作（三维），甲方客户转包的项目，视频时长是2.5分钟，前后部分都比较简单，主要是中间的部分有一个30-40秒的三维动画要进行产品的分解讲解，要求擅长做三维动画的服务商对接，完成时间:未具体明确预算:联系报价,2023-09-21,2023.09.21,任务编号：1058429,10000.0,5天,河南省-开封市,河南玄灵文化传播有限公司,https://shop.epwk.com/omdwk9lrwdrp/,河南玄灵文化传播有限公司,出售服务,https://shop.epwk.com/omdwk9lrwdrp/chushou/,企业,四品,56分,总 7 次中标，交易总金额,￥3.21万,河南玄灵文化传播有限公司,,3D角色建模,价格面议,二维动画制作,"￥1000
            /起",三维动画制作,"￥1000
            /起",,,三维动画
【剪辑服务】学生会部门宣传视频剪辑,https://task.epwk.com/1058356/,2369人,1人,¥300,圆满完成,创品kV9za,学生会部门宣传视频剪辑要求：时间：约3分钟素材：提供基础视频素材内容：部门宣传，文字内容，不需要配音格式：横版，常规视频格式,2023-09-21,2023.10.10,任务编号：1058356,300.0,2天,黑龙江省-大庆市,庆迪剪辑,https://shop.epwk.com/89dvg1p1kdl2/,庆迪剪辑,出售服务,https://shop.epwk.com/89dvg1p1kdl2/chushou/,工作室,七品,39分,,,庆迪剪辑,,高端定制logo创意设计商标建筑教育logo图标设计注册制作,"￥500
            /件",文案创意/剧本创作/广告文案/产品文案/品牌故事,"￥1000
            /件",各类视频剪辑/后期制作,"￥500
            /件",,,剪辑服务
【剪辑服务】主播的周年庆短视频 剪辑制作,https://task.epwk.com/1057871/,219人,1人,¥268,圆满完成,vitorru,项目:主播的周年庆短视频 剪辑制作 确定合作者,2023-09-18,2023.09.18,任务编号：1057871,268.0,1天,辽宁省-铁岭市-开原市,拾光工作室,https://shop.epwk.com/omdwkl24rdrp/,拾光工作室,出售服务,https://shop.epwk.com/omdwkl24rdrp/chushou/,个人,七品,40分,,,拾光工作室,,3D效果图设计,价格面议,各类视频剪辑,价格面议,,,,,剪辑服务
【企业宣传片】产品短视频拍摄,https://task.epwk.com/1055891/,393人,1人,¥3000,圆满完成,o5f6d607cb1281,产品短视频拍摄，按照沟通好拍摄,2023-08-31,2023.08.31,任务编号：1055891,3000.0,5天,河南省-郑州市,企大咖科技,https://shop.epwk.com/v0n1x4wwx57y/,企大咖科技,出售服务,https://shop.epwk.com/v0n1x4wwx57y/chushou/,企业,一品,79分,总 61 次中标，交易总金额,￥18.49万,企大咖科技,,PPT策划定制,"￥99
            /起",【企大咖】品牌策划/品牌理念/产品口号/产品卖点,"￥1999
            /起",【企大咖】VI视觉识别系统/VI基础/VI应用,"￥599
            /起",【企大咖】产品包装设计/食品包装设计/礼品包装设计,"￥399
            /起",企业宣传片
【剪辑服务】短视频剪辑,https://task.epwk.com/1055659/,2200人,8人,¥300,圆满完成,yijingqudong,川西自驾旅行短视频制作,2023-08-29,2023.09.05,任务编号：1055659,300.0,"1天,2天,3天,1天,7天,1天,3天","云南省-昆明市-官渡区,北京市-北京市-朝阳区,辽宁省-铁岭市,北京市-北京市-石景山区,福建省-泉州市,安徽省-合肥市,黑龙江省-哈尔滨市",宇浩的工作室,https://shop.epwk.com/0z5o4rlmlnjq/,,,,,,,,,,,,,,,,,,,剪辑服务
