标题,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【医疗机构】康复中心软装设计,459人,1人,2万-5万元,圆满完成,医疗机构,k5462****9,医院康复中心，已有基础的空间和装修设计，寻求软装设计方案、效果图，如果能有主题的更好,2021-10-09,2021.10.21,任务编号：966854,40000.0,5天,江苏省-无锡市-市辖区,k530745600,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】剧本杀主题屋装修设计,886人,1人,5万-10万元,圆满完成,娱乐休闲,k3821****9,剧本杀主题屋，面积大概30㎡，要做日系主题设计,2021-10-09,2021.10.21,任务编号：967568,70000.0,5天,浙江省-温州市-市辖区,k543281157,,,,,,,,,,,,,,,,,,,,,,,
【导视设计】幼儿园导视设计方案,226人,1人,3000-5000元,圆满完成,导视设计,k9569****3,幼儿园导视设计，要方便老师及家长准确地了解校园的区域构造和地理分布，用卡通元素+明快配色,2021-10-09,2021.10.22,任务编号：963921,5000.0,6天,山东省-日照市-市辖区,鑫铂装饰设计,,,,,,,,,,,,,,,,,,,,,,,
【复式设计】复式别墅的设计,342人,1人,1万-2万元,圆满完成,复式设计,k2849****7,一栋复式别墅，需要装修，想要设计师出一份设计方案,2021-10-09,2021.10.21,任务编号：967081,15000.0,5天,广东省-佛山市-市辖区,7空设计,,,,,,,,,,,,,,,,,,,,,,,
【舞台设计】我想演一个节目，征求最佳舞台设计,191人,1人,1000元以内,圆满完成,舞台设计,k9650****8,钢琴、小提琴演奏，唱孙燕姿的《遇见》，征求合适的舞台设计,2021-10-09,2021.10.19,任务编号：967727,1000.0,5天,安徽省-芜湖市-市辖区,那作创意设计公司,,,,,,,,,,,,,,,,,,,,,,,
【复式设计】农村复式楼设计,291人,1人,3000-5000元,圆满完成,复式设计,k6340****1,计划在农村建设自住复式楼，需要设计方案,2021-10-09,2021.10.18,任务编号：967080,5000.0,3天,云南省-昆明市-市辖区,艺象设计站,,,,,,,,,,,,,,,,,,,,,,,
【舞台设计】话剧的舞台背景设计,295人,1人,3000-5000元,圆满完成,舞台设计,k2938****5,需要的舞台背景师比较素的，不要太花俏的,2021-10-09,2021.10.21,任务编号：967724,4500.0,6天,湖北省-襄阳市-市辖区,筑8设计,,,,,,,,,,,,,,,,,,,,,,,
【医疗机构】儿童牙科门诊装修设计,292人,1人,1万-2万元,圆满完成,医疗机构,k3184****5,儿童口腔门室内装修设计，包含诊疗室、玩耍区、候诊区等，要求童趣、可爱,2021-10-09,2021.10.19,任务编号：966855,15000.0,4天,浙江省-杭州市-市辖区,三里-设计,,,,,,,,,,,,,,,,,,,,,,,
【舞台设计】急求舞台设计方案,358人,1人,1000元以内,圆满完成,舞台设计,k1231****5,学校演话剧，办公室和家的布景，别的就没有要求了。,2021-10-09,2021.10.20,任务编号：967725,800.0,4天,江苏省-镇江市-市辖区,麦点品牌设计定制,,,,,,,,,,,,,,,,,,,,,,,
【自建房】两层半小洋房,462人,1人,1万-2万元,圆满完成,自建房,k7959****7,360平已申请盖房专用地，180平用于建房，其余为院子，两层七室五卫一厨两厅,2021-10-09,2021.10.20,任务编号：966566,20000.0,4天,山东省-日照市-市辖区,k180523004,,,,,,,,,,,,,,,,,,,,,,,
【工程造价】土石方工程造价,1094人,1人,1万-2万元,圆满完成,工程造价,k8397****5,道路工程需要大量土石方，需要一份土石方工程造价方案,2021-10-09,2021.10.21,任务编号：966827,20000.0,6天,黑龙江省-牡丹江市-市辖区,玖亿设计,,,,,,,,,,,,,,,,,,,,,,,
【舞台设计】作品展舞台设计,237人,1人,1000元以内,圆满完成,舞台设计,k3011****5,舞台背景板：木质，显明标示主题“第三届乌鲁木齐优秀广告作品展•广告麦西来甫颁奖晚会”字样，舞台两侧用鲜花、绿叶装饰,2021-10-09,2021.10.21,任务编号：967726,1000.0,5天,浙江省-杭州市-市辖区,品策商业环境设计,,,,,,,,,,,,,,,,,,,,,,,
【样板间】楼中楼样板间设计,258人,1人,2万-5万元,圆满完成,样板间,k9971****4,设计150平楼中楼样板间，轻奢风，配色偏向淡雅柔和的中性配色,2021-10-09,2021.10.18,任务编号：964134,50000.0,6天,江西省-南昌市-市辖区,武功空间设计,,,,,,,,,,,,,,,,,,,,,,,
【样板间】125平三房样板间设计,269人,1人,1万-2万元,圆满完成,样板间,k6340****1,125平南北通透三房，需要设计北欧风格的样板间,2021-10-09,2021.10.20,任务编号：964135,15000.0,3天,湖北省-襄阳市-市辖区,k648097966,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】品牌KTV做前台装修设计,375人,1人,2万-5万元,圆满完成,娱乐休闲,k2215****6,连锁KTV做前台区域装潢设计，包括吧台、背景墙，颜色以蓝紫色为主，要跟现有装修风格能统一,2021-10-08,2021.10.20,任务编号：967565,40000.0,4天,山西省-太原市-市辖区,鹰扬设计,,,,,,,,,,,,,,,,,,,,,,,
【喷泉设计】小区中庭喷泉设计,453人,1人,1万-2万元,圆满完成,喷泉设计,k1326****3,计划在小区中庭的广场上设计一个喷泉，带灯光,2021-10-08,2021.10.19,任务编号：966848,10000.0,3天,广东省-深圳市-市辖区,灰度室内设计咨询,,,,,,,,,,,,,,,,,,,,,,,
【舞台设计】大学晚会的舞台设计,408人,1人,1000元以内,圆满完成,舞台设计,k1728****7,在学校体育馆办晚会，体育馆成阶梯式，在下面篮球场弄舞台,2021-10-08,2021.10.20,任务编号：967242,1000.0,4天,广西省-柳州市-市辖区,卿云空间设计,,,,,,,,,,,,,,,,,,,,,,,
【舞台设计】急需一个舞台灯光设计方案,246人,1人,1000-3000元,圆满完成,舞台设计,k5216****2,我们公司新建了一个舞台，大小有四十平米，主要用于一些公益活动的演出和提供客户演出，环境是一个娱乐园，现在其他设备都到位了，就差舞台灯光,2021-10-08,2021.10.16,任务编号：967244,3000.0,3天,黑龙江省-哈尔滨市-市辖区,专职店铺设计,,,,,,,,,,,,,,,,,,,,,,,
【医疗机构】爱心献血小屋装修设计,206人,1人,3000-5000元,圆满完成,医疗机构,k5070****5,公益爱心献血小屋，需要做内部装修设计，风格要明亮，符合年轻人审美，最好能突出公益性,2021-10-08,2021.10.21,任务编号：966852,5000.0,5天,浙江省-温州市-市辖区,大匠康宅,,,,,,,,,,,,,,,,,,,,,,,
【工程造价】农田灌溉水利工程造价,435人,1人,3000-5000元,圆满完成,工程造价,k5706****4,农村农田需要对原有灌溉渠道进行修复，需要评估工程造价,2021-10-08,2021.10.20,任务编号：966826,5000.0,6天,河南省-开封市-市辖区,家装酒店别墅设计,,,,,,,,,,,,,,,,,,,,,,,
【喷泉设计】生活广场设计水帘喷泉,438人,1人,1万-2万元,圆满完成,喷泉设计,k7671****3,生活广场有几层台阶，想在台阶下设计一个水帘喷泉,2021-10-08,2021.10.19,任务编号：966849,20000.0,5天,湖南省-长沙市-市辖区,鼎尚空间室内设计,,,,,,,,,,,,,,,,,,,,,,,
【导视设计】景区户外导视设计,305人,1人,1万-2万元,圆满完成,导视设计,k1999****0,景区户外导视更新，要与景区风格一致,2021-10-08,2021.10.18,任务编号：963920,15000.0,4天,黑龙江省-大庆市-市辖区,三人行空间设计,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】奶茶店门店装修设计,345人,1人,1万-2万元,圆满完成,娱乐休闲,k8114****5,大学城内的奶茶门店装修设计，最好能结合品牌和logo进行门店风格设计,2021-10-08,2021.10.20,任务编号：967567,20000.0,5天,上海市-上海市-市辖区,锋范商业设计,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】复古酒吧做吧台设计,250人,1人,1万-2万元,圆满完成,娱乐休闲,k9945****2,复古风格酒吧做吧台和前厅设计，风格倾向与英式主题风格,2021-10-08,2021.10.16,任务编号：967566,20000.0,3天,四川省-成都市-市辖区,百好设计,,,,,,,,,,,,,,,,,,,,,,,
【舞台设计】展厅舞台设计需求,346人,1人,1000-3000元,圆满完成,舞台设计,k5216****2,展厅很矮，约2.45米，想做一个舞台,2021-10-08,2021.10.19,任务编号：967245,3000.0,3天,安徽省-芜湖市-市辖区,灰度室内设计咨询,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】电竞网吧竞赛区设计,756人,1人,5万-10万元,圆满完成,娱乐休闲,k4842****8,电竞网吧新设立了一个PK竞赛区域，需要做红蓝两队主题设计，要有视觉冲击力一些,2021-10-08,2021.10.21,任务编号：967564,60000.0,5天,河北省-张家口市-市辖区,室内设计 曾,,,,,,,,,,,,,,,,,,,,,,,
【喷泉设计】音乐喷泉水幕电影设计,401人,1人,5000-10000元,圆满完成,喷泉设计,k8217****9,喷泉尺寸：68米*8米，要长条形。水幕电影：水幕扇形宽幅度40米.高18米,2021-10-08,2021.10.18,任务编号：966847,10000.0,5天,贵州省-贵阳市-市辖区,名设公装设计,,,,,,,,,,,,,,,,,,,,,,,
【导视设计】工业风导视设计,210人,1人,5000-10000元,圆满完成,导视设计,k5990****4,当地的创意空间，需要做一套工业风的导视设计,2021-10-08,2021.10.19,任务编号：963918,10000.0,6天,北京市-北京市-市辖区,k320089362,,,,,,,,,,,,,,,,,,,,,,,
【舞台设计】广场搭建小型舞台设计,261人,1人,1000元以内,圆满完成,舞台设计,k2009****6,准备举办一个彩妆大赛，预计参赛团队在5-10组，主要供给他们比赛用地以及模特走T台秀，舞台不用太奢华，只要有音响以及背景就OK,2021-10-08,2021.10.19,任务编号：967243,1000.0,5天,陕西省-西安市-市辖区,华启装饰设计,,,,,,,,,,,,,,,,,,,,,,,
【样板间】带入户花园样板间设计,354人,1人,1万-2万元,圆满完成,样板间,k3462****3,带有入户花园的样板间设计，3室+2个衣帽间，配色以浅色为主,2021-10-08,2021.10.17,任务编号：964133,20000.0,3天,山西省-大同市-市辖区,鼎尚空间室内设计,,,,,,,,,,,,,,,,,,,,,,,
【导视设计】酒店导视设计方案,193人,1人,5000-10000元,圆满完成,导视设计,k2797****1,准五星酒店，装修配色以金色为主，需要做配套的导视设计,2021-10-08,2021.10.20,任务编号：963919,10000.0,5天,云南省-昆明市-市辖区,k975930655,,,,,,,,,,,,,,,,,,,,,,,
【舞台设计】寻求唯美的舞台设计方案,215人,2人,1000-3000元,圆满完成,舞台设计,k6988****3,寻求唯美的舞台设计方案，最好就有文字解说和图片,2021-10-07,2021.10.15,任务编号：963962,2500.0,"4天,5天","福建省-福州市-市辖区,山东省-青岛市-市辖区",武功空间设计,,,,,,,,,,,,,,,,,,,,,,,
【喷泉设计】音乐喷泉设计,237人,1人,5000-10000元,圆满完成,喷泉设计,k2790****9,多功能音乐喷泉设计，不采用单片机的方案,2021-10-07,2021.10.19,任务编号：966840,10000.0,6天,上海市-上海市-市辖区,品阁高端设计,,,,,,,,,,,,,,,,,,,,,,,
【导视设计】超市导视设计方案,259人,1人,5000-10000元,圆满完成,导视设计,k5947****1,新开的超市，有上下两层，需要做整体的导视设计，风格偏向简约、直观,2021-10-07,2021.10.17,任务编号：963917,10000.0,5天,河北省-廊坊市-市辖区,北晨国际空间设计,,,,,,,,,,,,,,,,,,,,,,,
【喷泉设计】舞台喷泉设计,300人,1人,2万-5万元,圆满完成,喷泉设计,k1921****3,游乐园马戏剧场里，因为要表演用所以是小型的，但水池要活动的,2021-10-07,2021.10.15,任务编号：966844,30000.0,4天,四川省-绵阳市-市辖区,k499275766,,,,,,,,,,,,,,,,,,,,,,,
【喷泉设计】3dmax喷泉设计,942人,1人,2万-5万元,圆满完成,喷泉设计,k7671****3,3dmax喷泉设计制作，要有专业经验的团队,2021-10-07,2021.10.17,任务编号：966843,50000.0,4天,四川省-绵阳市-市辖区,北鸣效果图设计,,,,,,,,,,,,,,,,,,,,,,,
【商业建筑】仿古商业街建筑设计,969人,2人,2万-5万元,圆满完成,商业建筑,k5625****1,"面积80,000 ㎡，要有仿古特色，徽派建筑风格",2021-10-07,2021.10.18,任务编号：966241,45000.0,"5天,7天","福建省-福州市-市辖区,广东省-广州市-市辖区",金和设计工作室,,,,,,,,,,,,,,,,,,,,,,,
【喷泉设计】室内喷泉设计,258人,1人,5000-10000元,圆满完成,喷泉设计,k7498****0,600平方左右，20米乘以30米这样的方形池,2021-10-07,2021.10.18,任务编号：966841,10000.0,6天,天津市-天津市-市辖区,集简空间设计,,,,,,,,,,,,,,,,,,,,,,,
【喷泉设计】花式喷泉设计,296人,1人,5000-10000元,圆满完成,喷泉设计,k5116****9,设计个单独的花式喷泉，可以先出一个初稿图看下,2021-10-07,2021.10.17,任务编号：966842,10000.0,5天,江苏省-南京市-市辖区,麒钰设计,,,,,,,,,,,,,,,,,,,,,,,
【喷泉设计】欧式雕塑喷泉设计,396人,2人,1万-2万元,圆满完成,喷泉设计,k7552****5,风格特点：欧式雕塑，喷泉要三层的，有欧式风情,2021-10-07,2021.10.15,任务编号：966845,20000.0,"4天,5天","湖北省-襄阳市-市辖区,吉林省-长春市-市辖区",启点商业空间设计,,,,,,,,,,,,,,,,,,,,,,,
【舞台设计】请给我一个舞台的布置方案,182人,1人,1000-3000元,圆满完成,舞台设计,k2938****5,广东省职业规划大会，比较正规的学术性会议，要含有道具说明的,2021-10-07,2021.10.19,任务编号：966934,3000.0,5天,四川省-成都市-市辖区,王本设计机构,,,,,,,,,,,,,,,,,,,,,,,
【舞台设计】需要搭建一个水上舞台，求设计,221人,1人,1000-3000元,圆满完成,舞台设计,k1906****3,现需要在瀑布公园搭建一个水上舞台，求舞台设计，要唯美梦幻,2021-10-07,2021.10.16,任务编号：966936,2500.0,4天,浙江省-杭州市-市辖区,唯你空间设计,,,,,,,,,,,,,,,,,,,,,,,
【舞台设计】设计一个街舞大赛的舞台,228人,1人,1000-3000元,圆满完成,舞台设计,k3525****7,设计一个街舞大赛的舞台，灯光、幕布都弄好了,2021-10-07,2021.10.18,任务编号：966937,3000.0,5天,云南省-昆明市-市辖区,潇潇专注餐饮设计,,,,,,,,,,,,,,,,,,,,,,,
【舞台设计】话剧舞台背景设计,185人,1人,1000-3000元,圆满完成,舞台设计,k1885****5,演出的话剧是《简爱》，根据材料设计一个话剧舞台背景,2021-10-07,2021.10.18,任务编号：966935,3000.0,5天,江西省-上尧市-市辖区,k365143731,,,,,,,,,,,,,,,,,,,,,,,
【商业建筑】生鲜超市建筑设计,474人,1人,1万-2万元,圆满完成,商业建筑,k3913****3,新型的生鲜超市，3000平方，地点在广州,2021-10-07,2021.10.19,任务编号：966242,20000.0,6天,山东省-潍坊市-市辖区,木子易空间设计,,,,,,,,,,,,,,,,,,,,,,,
