标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【其他家装服务】房地产中介室内布局设计-簡易,https://task.epwk.com/887899/,3764人,20人,¥500,圆满完成,单人悬赏,o5eeb151e5c857,店铺是房地产中介公司，需要做室内设计，座位需求九个或以上，店铺日常会有客户查询。图4左边看到的楼梯是建造大厦楼上住宅的，所以与本设计无关，所以在楼梯底部有少部分位置可以使用，但那部份不能用作座人，因为希望有人业务员彻底都迎面看到进店的客户。有关座位与桌面的大小：两个人坐的话，阔度到少120 cm，宽度50cm，！还有因为座位舒适度，桌子与相邻空间需要至少70 cm。进门上方是小中空的地方，需要配楼梯上去，进行省位的设计，楼上用于开会议，一张大桌就行。图1地面图图2阁楼其余图供设计参考）本任务着重在摆位设计，希望投稿人重点放在空间布局运用，附上效果图会优先考虑中标。请投稿的同时加微信发稿，人在海外，不方便登录 微信稿件中意会让客服帮忙选中标 请加微信：CongDW,2020.08.25,2020.10.04,任务编号：887899,,,,阿丽拉设计有限公司,https://shop.epwk.com/81n419oxonp6/,阿丽拉设计有限公司,出售服务,https://shop.epwk.com/81n419oxonp6/chushou/,企业,七品,40分,,,阿丽拉设计有限公司,,画册/封面/内页设计,"￥86
            /页",月饼中秋海报设计,价格面议,中秋月饼包装设计,价格面议,新中式茶室装修效果图设计,"￥2000
            /件",现代家居轻奢风格全屋装修设计,价格面议,美式轻奢全屋装修设计效果图,"￥8000
            /件",LOGO标识VI设计,"￥999
            /件",海报/展板设计,"￥388
            /页",客厅装修效果图制作,"￥600
            /件"
【其他建筑设计】自建房顶楼设计布局平面图,https://task.epwk.com/887143/,2886人,15人,¥500,圆满完成,单人悬赏,小呗,自建房，朝向坐北向南，有后院，已经在建，一楼二楼如图纸建设，三楼还没有定好怎么建，现需要设计三楼户型（就是顶楼）。设计师发挥想象帮忙设计一个平面方案,2020.08.22,2020.09.27,任务编号：887143,,,,禅生妙境,https://shop.epwk.com/3gd2mq32yner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【软装设计】口腔前台背景墙设计,https://task.epwk.com/879869/,2617人,7人,¥300,圆满完成,单人悬赏,o5bc44e180c13a,1、一线城市，口腔诊所，前台候诊区，宽4.2深5.2，层高4.9米。诉求：现在的前台背景墙、前台和照射灯都太丑了。相当的不满意；尤其是那个灯，容易坏，太高了又不好维修。2、背景墙宽3.8米，高4.9米；前台桌离背景墙80cm要求：1、设计背景墙、前台、照明灯。2、背景墙放发光logo字，现在的墙面是米黄色瓷砖，仿皮质面，这面墙不能打拆，要设计只能在上面叠加。3、前台桌，现在是纯白色的，也很丑，太高了，不亲民。4、照明灯，我现在是白色的射灯+黄色的吊灯。白色的射灯太容易坏了，吊灯还不错。简约大方我知道平面空间比较小，比较难做高端大气上档次的，但是层高够，可以设计得高雅一些、明亮。前台桌可以设计得比较有牙科特色。刚好有装修队在隔壁，木工和电工都有，可以接我这个小单。,2020.07.22,2020.08.29,任务编号：879869,,,,宜空间设计,https://shop.epwk.com/4rn8qj38gngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】160平方办公室图纸设计,https://task.epwk.com/879242/,2556人,14人,¥1000,圆满完成,单人悬赏,o5e1ecadf3ae74,办公室实际尺寸见附件。 需要平面图以及效果图。谢谢。根据如下要求设计： 1- 铺地毯2- 需要设计大门，推荐使用指纹锁好还是什么其他3- 入口不需要前台，不要设计屏风或者墙挡住。 要有一个能贴我们LOGO的位置以及设计。4- 需要做隔断间如下：   a- 总经理室 （朝向必须跟大门一样）小于20平方供参考    b- 财务室 小于20平方供参考    c- 会议室 小于20平方供参考d- 样品间 大于等于40平方供参考e- 考虑插座的位置在在理5-办公区，直接放6卡位桌子。6- 休息区，放微波炉冰箱，零食。7-需要考虑公司文化墙位置。,2020.07.20,2020.08.03,任务编号：879242,,,,海旭设计,https://shop.epwk.com/09drjr2g653w/,海旭设计,出售服务,https://shop.epwk.com/09drjr2g653w/chushou/,个人,二品,50分,,,海旭设计,,室内设计（公寓）,价格面议,室内外装饰设计,价格面议,LOGO设计,价格面议,,,,,,,,,,,,
【办公空间】办公室平面布局设计,https://task.epwk.com/875392/,2479人,19人,¥600,圆满完成,单人悬赏,o5965c4b0981c7,具体设计要求请结合设计任务书，功能布局以实用性为主。,2020.07.04,2020.07.14,任务编号：875392,,,,友度品牌设计,https://shop.epwk.com/7g5yky8e2n0q/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【办公空间】800平独栋办公平面设计,https://task.epwk.com/875276/,2527人,9人,¥600,圆满完成,单人悬赏,o5efefef776c46,三层楼800平独栋办公平面设计，要求三楼设计：两个独立大型办公室(可互通)，二楼设计：厨房、16人用餐包间、10人公共用餐区（可设计咖啡厅模式）、6-8人休闲室、陈列室（瓷画、瓷器为主）、水吧，一楼设计：12人茶室、15平独立休息室、三个独立办公室，总体要求每个房间要有窗。附件中的图纸凹型区域可浇筑填平。,2020.07.03,2020.07.23,任务编号：875276,,,,IMM设计,https://shop.epwk.com/j7n381om95e1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【展台展厅】40平方米茶叶铺面设计,https://task.epwk.com/875207/,3913人,23人,¥2000,圆满完成,单人悬赏,紫上行0769,经营介绍： “合一功夫茶”是一家以经营普洱茶为主的特色茶叶店，并兼营“极品号”品牌普洱茶。全部茶叶用独特的传统工艺制作而成，口感独特，明显区别其它品牌，传承百年，获奖无数。设计内容：40平方米茶叶铺位，征集展示空间设计，包括铺面设计，店内布局，立面设计，茶叶展示架风格，品茶区的设置、茶叶展示标版设计。设计要求：1、大气、简洁、明快;2、有视觉冲击力，醒目易识别，突出合一功夫茶及极普品牌元素;3、能体现中国茶的特色，LOGO已有。4、附上创意说明。,2020.07.03,2020.08.24,任务编号：875207,,,,厚名设计工作室,https://shop.epwk.com/09drjjz3353w/,厚名设计工作室,出售服务,https://shop.epwk.com/09drjjz3353w/chushou/,工作室,五品,28分,,,厚名设计工作室,,设计,￥1200,家装设计,￥150,,,,,,,,,,,,,,
【效果图设计】要一个在一个会议室加两处书柜的3D效果图,https://task.epwk.com/874769/,1787人,5人,¥100,圆满完成,单人悬赏,慧智创意设计,要一个在一个会议室加两处书柜的3D效果图一个定制的矮书柜一个是常见的博古架要求不高，类似就可以。,2020.07.01,2020.07.13,任务编号：874769,,,,AYHL设计,https://shop.epwk.com/0z5o4y8r7njq/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】一室一厅效果图设计,https://task.epwk.com/873620/,1908人,9人,¥500,圆满完成,单人悬赏,o5caaba7979e5e,房屋描述：一楼带天井（院子），院子无需设计，主要考虑室内，功能区已经定好了，入户的左边是敞开式厨房，右边是餐桌位置，临院子的两间，右边的那间是卧室，左边通往院子的是客厅。出租，1-2个人住，希望效果图简单大气！简约风，尽量白色和灰色为主基调，整屋做地暖，铺复合木地板。厨房考虑做一个吧台？也可以不做，餐厅的位置在入户的右边小空间，现在要考虑的是鞋柜的位置设计在哪里比较合适？如果是做在入户的右边餐厅空间，会不会挤占餐厅空间？房间和客厅不用复杂，房间就床，床头柜和衣柜，客厅沙发，茶几。为了节省大家的时间，我只需要酷家乐做的效果图即可，重中之重是鞋柜的位置。如果是设计在餐厅区域，务必考虑是否影响餐厅的空间的流动性。主要考虑整体风格和鞋柜的位置。尺寸不需要精准的，毕竟我们自己测量的也不够精准。,2020.06.28,2020.07.04,任务编号：873620,,,,AYHL设计,https://shop.epwk.com/0z5o4y8r7njq/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【办公空间】很小面积办公室空间规划，可以只要效果图,https://task.epwk.com/869904/,2405人,14人,¥500,圆满完成,单人悬赏,o5ee1a0949ad27,很小面积办公室的空间规划。需要有产品展示区，这也是主要的功能，可以不要详细的，只要效果图就好，,2020.06.12,2020.07.19,任务编号：869904,,,,o5eca95608b5c0,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【园林设计】城市旅游综合体景观概念设计,https://task.epwk.com/864522/,4867人,16人,¥10000,圆满完成,单人悬赏,o5af5****3367f,项目占地面积：54216平方米绿化面积：绿化景观及硬化：30000平方左右甲方主体工程即将完工，园林景观项目提上日程，且时间紧迫，任务是适当结合云南省红河州历史文化，设计此项目的园林观景包括硬化铺装。要求：1、建筑总体规划按原总平面图，绿化及铺装规划可在原图基础上作适当的优化。2、不能违反相关国家强制性条文规范3、主要景观节点处需要式样图片说明4、彩色总平面图5、云上酒店门口的雕塑及水景按提供的效果图设计6、设计要考虑要上档次，美观大气。提交成果：1、彩色总平面图及DWG格式总平面图;2、简要设计说明；3、节点相关素材图片及文字说明。,2020.05.25,2020.06.09,任务编号：864522,,,,灯塔工业设计,https://shop.epwk.com/7lngqrvwwdmr/,灯塔工业设计,出售服务,https://shop.epwk.com/7lngqrvwwdmr/chushou/,工作室,五品,38分,,,灯塔工业设计,,,,,,,,,,,,,,,,,,,
【门头设计】月子会所门头设计,https://task.epwk.com/863639/,3514人,10人,¥1000,圆满完成,单人悬赏,o5c9b0c4e4de8a,1、门头设计为新中式2、与主体设计颜色要协调3、侧面消防通道处的设计与正面门头设计一样，采光要好,2020.05.22,2020.06.15,任务编号：863639,,,,一业木林,https://shop.epwk.com/z2nkzyowxnqy/,一业木林,出售服务,https://shop.epwk.com/z2nkzyowxnqy/chushou/,工作室,八品,39分,,,一业木林,,建筑方案设计,价格面议,城市规划设计,价格面议,效果图设计与制作,价格面议,建筑设计,价格面议,,,,,,,,,,
【其他家装服务】平面方案设计,https://task.epwk.com/861723/,4893人,27人,¥500,圆满完成,单人悬赏,韩柯1989,套房平面方案设计，满足功能需求的前提下，使其更有设计感。,2020.05.15,2020.07.19,任务编号：861723,,,,天涯何处觅知音,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【门头设计】便利店及自选餐厅招牌/门头设计,https://task.epwk.com/850698/,2252人,14人,¥500,圆满完成,单人悬赏,o5c1994e214ca7,一、招牌名称：1.海鹦鲜生社区便利店（嘉祥路店）2.海鹦自选餐厅（嘉祥路社区食堂）；二、便利店尺寸：7.2m*1.65m；餐厅尺寸：10.5m*1.65m。三、体现元素logo，附件中有LOGO及店面图片可供参考；四、除提供效果图外，要说明材质，我要做底板可以发光的，那种底板是亚克力或者其他的，字体用背光字体或者其他；五、设计过程中有需要了解的可以通过邮箱3521902912@qq.com进行沟通。,2020.04.07,2020.05.17,任务编号：850698,,,,爱创空间设计,https://shop.epwk.com/3gd2myj4wner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【办公空间】厂房内180平办公空间设计,https://task.epwk.com/844590/,2005人,6人,¥800,圆满完成,单人悬赏,o5caaba7979e5e,描述：厂房面积约180左右，租期5年，坐标深圳，男生办公，设备的技术研发以及调试。                                                                                                                        需求：1.硬装预算5万，包括灯具，电路，隔断，墙面，地面（放静电地坪漆）窗户不更换，可建议配置窗帘的类型；                                                                         2.功能需求：不设前台，设玄关，玄关处做公司的LOGO，加个电视，电视用来显示抓人脸的数据，或者可以演示设备的检测效果。不通水，需布置电路，不吊顶（省钱，不降低空间的高度），不装中央空调，平时办公人数5人左右，不用格子间，开放式的办公桌（兼会议桌），开放式办公，需隔出一间，偶尔招待客人，放置沙发，茶台（请发挥创意，可以是有创意，省钱的非石膏板类的隔断，比如铝方通，能有一定的私密性又不阻隔采光。需要考虑有一个地方（一面墙？架子？）准备展示专利和相关的资质，展示给客人。整体装修风格希望是工业风的，灰为主，带点科技感的。附件的实绘图标的HONG SE 区域希望做成设备（一般设备1*2米左右）的调试区，可能会放置几台，空间不能太小。效果图除尺寸外，请体现出主体材料，灯具是要能从市场或者网络购买到的，请标出灯的点位，师傅能看的出来具体灯具安装位置。附件有实景图2张，尺寸手绘图1张，比较倾向的工业风图，使用过的铝方通隔断图,2020.03.16,2020.03.30,任务编号：844590,,,,佳瑞设计工作室,https://shop.epwk.com/j7n3817x35e1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【展台展厅】展厅设计展厅设计,https://task.epwk.com/821421/,2978人,5人,¥2000,圆满完成,单人悬赏,永恒01,"装修公司展厅设计，1、展厅内主要展示(衣柜、橱柜、瓷砖、木地板、乳胶漆、门、衣柜推拉门、洁具、洗手间样板间两个、水电施工模型展示）新颖，根据平面图尺寸设计，要考虑灯光设计，需要出各个板块全方位效果图及施工图2、展厅内还包含客户接待区、合同签订区 ，3进门右侧角落设计员工洗手间所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                     2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2019.12.13,2019.12.26,任务编号：821421,,,,xiaoxiang97,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
