标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link
【新房装修】36平米厅的家具摆放设计,https://task.epwk.com/714281/,4344人,17人,¥300,圆满完成,雇佣,o5c7394d05530c,36平米厅的家具摆放设计 工期：7天具体投标联系。电话不方便联系，微信沟通方便,2019.02.25,2019.03.26,任务编号：714281,"￥300,￥300,￥300,￥300,￥300,￥300,￥300,￥300,￥300,￥300,￥300","1天,2天,3天,2天,4天,2天,2天,5天,3天,3天,3天","重庆市-重庆市-沙坪坝区,河南省-郑州市-二七区,广东省-广州市-白云区,湖南省-长沙市-长沙县,浙江省-杭州市-滨江区,河北省-石家庄市-市辖区,广东省-肇庆市-四会市,浙江省-杭州市,河南省-许昌市-襄城县,浙江省-金华市-婺城区,河北省-张家口市",饭饭设计@_@,https://shop.epwk.com/78n96z1v2nkv/
【效果图设计】根据平面图和装修思路绘制效果图,https://task.epwk.com/712679/,1126人,3人,¥3000,圆满完成,雇佣,Mr130****1966,100多平的一个展厅的效果图 需要出5张效果图（不同角度的）周六上午需要看到小图方案，我们可以提供平面布置图，具体请加我QQ最好今晚联系。,2019.02.20,2019.05.23,任务编号：712679,￥3000,2天,广东省-深圳市-南山区,映善中国,https://shop.epwk.com/09drjep7153w/
【软装设计】名片、形象墙设计、门牌、公司简介设计,https://task.epwk.com/712127/,2010人,12人,¥300,圆满完成,雇佣,o5bf3c704edf7f,一、名片设计 名片正面1、公司名称：山东龙德路桥有限公司（简称：龙德路桥）2、另需要添加的公司名称：交通运输部科学研究院冬季交通安全研究院3、放置两个logo4、地址  第一个地址：北京市朝阳区惠新西街240号  第二个地址：山东省济南市市中区舜耕路28号舜耕山庄办公楼西1楼5、电话  0531-58****086、个人名字 于悦  总经理   高级工程师7、个人手机号8、二维码 名片背面要求如下：主营业务：凝冰预警与自动化喷洒系统      建筑材料、交安设施销售及路桥施工      道路智能养护工程综合承包及成果转化      再生养护一体化施工、设备改造与销售二、形象墙（尺寸：高2660mm /宽3600mm）  公司logo  名称：龙德路桥三、门牌1、科室名称：总经理（315）、财务部（311）、工程部（313）、会议室（316）2、门牌名称：龙德路桥3、龙德logo四、公司简介设计根据前面的作品，将文字发给威客，威客再设计。,2019.02.19,2019.03.04,任务编号：712127,"￥300,￥300,￥300,￥300,￥300,￥300,￥300,￥300","3天,5天,3天,1000天,3天,3天,3天,4天","山东省-济南市,内蒙古-呼和浩特市-赛罕区,北京市-北京市-东城区,山东省-青岛市,福建省-泉州市-丰泽区,北京市-北京市-海淀区,山西省-太原市,山东省-莱芜市",图度文化,https://shop.epwk.com/p05qj9mm3dev/
【别墅设计】四层自建房混合结构设计,https://task.epwk.com/708010/,2967人,9人,¥500,圆满完成,雇佣,自建房,自建房的宽度为11米，长度为10米，要将图中的长宽面积适当缩小。 图纸包裹全套的施工图，如建筑图、结构图、电路、给排水图等。,2019.01.29,2019.08.29,任务编号：708010,"￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500","15天,7天,6天,15天,15天,10天,15天,7天,2天","山东省-日照市-东港区,广东省-湛江市,广东省-深圳市,浙江省-杭州市-上城区,江苏省-盐城市-射阳县,广东省-广州市,上海市-市辖区-黄浦区,浙江省-丽水市,福建省-厦门市",创易建筑设计室,https://shop.epwk.com/0z5o44rx8njq/
【别墅设计】四层自建房混合结构设计,https://task.epwk.com/702807/,1620人,1人,¥500,圆满完成,雇佣,资深建筑设计师,四层自建房混合结构设计，图纸详附件,2019.01.14,2019.01.28,任务编号：702807,￥500,12天,浙江省-杭州市,筑利建筑结构设计工作室,https://shop.epwk.com/81n41oleonp6/
【效果图设计】奶茶店店铺装修设计,https://task.epwk.com/702746/,1211人,3人,¥500,圆满完成,雇佣,朗慕AND,我想设计一间奶茶店，27方左右，环境需要有网红风格，楼层高3米，等会上存的图，里面的玻璃柜和球球，还有文字英文还有图案都需要保留，水吧台设在靠窗那边，厨房和杂物间不用设计，其他都需要，请三天内出方案预算：500,2019.01.14,2019.04.01,任务编号：702746,"￥500,￥500","2天,5天","山东省-临沂市,江苏省-连云港市-新浦区",昆明众石嘉创文化传播,https://shop.epwk.com/09drjew7q53w/
【效果图设计】别墅的室外景观效果图制作,https://task.epwk.com/694803/,1593人,13人,¥100,圆满完成,雇佣,高承扬,草图大师画个别墅的室外景观效果图 已经画了框架 院子不大,2018.12.19,2018.12.24,任务编号：694803,"￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100","7天,5天,1天,3天,3天,2天,3天,2天,3天,2天","上海市-市辖区-黄浦区,贵州省-贵阳市-云岩区,广东省-深圳市-市辖区,广东省-汕尾市-城区,湖南省-长沙市,四川省-成都市-龙泉驿区,贵州省-贵阳市-乌当区,山东省-淄博市,北京市-北京市,湖北省-荆州市-松滋市",昆明众石嘉创文化传播,https://shop.epwk.com/09drjew7q53w/
【效果图设计】套房效果图制作,https://task.epwk.com/693427/,1289人,15人,¥500,圆满完成,雇佣,dong31528,套房简单装修，现代简约风格；出个效果图（两个次卧可以不做）和一个灯位图以及装修预算单,2018.12.16,2018.12.23,任务编号：693427,"￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500","3天,3天,2天,3天,6天,5天,3天,5天,6天,5天,5天","四川省-成都市-青白江区,陕西省-西安市-雁塔区,湖北省-荆州市-松滋市,江苏省-常州市-武进区,广东省-珠海市-香洲区,江苏省-镇江市-京口区,浙江省-金华市-磐安县,广东省-广州市-番禺区,江苏省-常州市-天宁区,江苏省-连云港市-新浦区,浙江省-金华市-婺城区",微信hzj19951215,https://task.epwk.com/javascript:;
【施工图设计】二层楼的小培训班空间布局设计,https://task.epwk.com/691382/,1721人,8人,¥100,圆满完成,雇佣,o5b06bdc71e610,这是毛坯房，店面总体呈深长形，柱子多。毛坯有两个门，一个大一点和一个小一点，详情见附件，不清楚的地方可联系我注意：一楼的楼层有点高，楼梯可能要转两次弯。儿童场所，楼梯避免太陡峭,2018.12.10,2018.12.14,任务编号：691382,"￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100","1天,3天,1天,1天,1天,2天,4天,7天","福建省-厦门市,辽宁省-沈阳市,北京市-北京市-朝阳区,湖南省-长沙市-岳麓区,山东省-烟台市-福山区,贵州省-贵阳市-乌当区,浙江省-金华市-婺城区,江苏省-盐城市-射阳县",走心建筑设计,https://shop.epwk.com/78dljmx4l5lx/
【效果图设计】两天出办公室装修效果图和施工图,https://task.epwk.com/690871/,1496人,4人,¥1500,圆满完成,雇佣,sxcsjr,[急]【两天出方案效果图施工图】200平方米办公空间需求设计，包含设计施工图、效果图！设计要求：1、设计风格：大气、简约、商务;2、空间功能布置：⑴放公司logo的门面（核心）；⑵ 放6台42寸液晶的电子屏（核心，领导参观展示公司数据）；⑶ 20人开会的会议室；⑷ 1间财务室和1间经理办公室，剩下的工位;3、设计要求：1、提交施工图！2、提供漫游/效果图等展示效果图4、详细设计图纸可与雇主取得联系。广告商勿扰，谢谢,2018.12.09,2018.12.17,任务编号：690871,"￥1500,￥1500,￥1500","7天,3天,15天","贵州省-贵阳市-乌当区,福建省-厦门市,四川省-成都市",GX设计工作室,https://shop.epwk.com/p05qj7zpydev/
【新房装修】橱柜效果图设计,https://task.epwk.com/690308/,2400人,6人,¥150,圆满完成,雇佣,舞醉,按照厨房的平面图出橱柜效果图，能看出大致效果就行，不需要多高清的图,2018.12.07,2018.12.14,任务编号：690308,"￥150,￥150,￥150,￥150,￥150,￥150","2天,1天,2天,2天,3天,3天","广东省-广州市,湖北省-荆州市-松滋市,广东省-珠海市,江苏省-镇江市-润州区,浙江省-金华市-婺城区,河北省-石家庄市-裕华区",凉风工作室,https://shop.epwk.com/9w56ewg6edv1/
【效果图设计】装修效果图设计,https://task.epwk.com/690145/,1366人,1人,¥500,圆满完成,雇佣,ts6521,求装修图纸 装修效果图 房间精简设计1.要求不做花哨的吊顶，客厅四周装筒灯2.主卫改衣帽间3有几处墙要拆除看附件24附件1 为开发商提供图纸照片5.山东东部小县城 装修预算10w。,2018.12.06,2018.12.12,任务编号：690145,￥500,1天,福建省-厦门市,厦门创啥艺术设计有限公司,https://shop.epwk.com/omdwk3x6wdrp/
【效果图设计】室内效果图设计,https://task.epwk.com/686399/,1808人,35人,¥200,圆满完成,雇佣,CATIA结构设变,室内设计效果图，实用面积61平，现代简约。,2018.11.27,2018.12.24,任务编号：686399,"￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200","7天,5天,200天,3天,3天,2天,3天,5天,2天,5天,1天,2天","上海市-市辖区,黑龙江省-牡丹江市-爱民区,广东省-广州市-海珠区,福建省-宁德市-古田县,河北省-石家庄市-赵县,辽宁省-盘锦市-兴隆台区,江苏省-常州市-武进区,四川省-绵阳市-涪城区,上海市-市辖区-浦东新区,福建省-漳州市-芗城区,重庆市-市辖区-渝北区,广东省-惠州市-惠城区",云水禅心设计小作坊,https://shop.epwk.com/0z5o49oy8njq/
【其他建筑设计】做一个建环专业（燃气方向）的课程设计,https://task.epwk.com/680174/,1574人,1人,¥800,圆满完成,雇佣,不爱笑的猪,做一个建环专业（燃气方向）的课程设计。是个平常的作业，不是毕业设计。详细任务书加QQ,2018.11.09,2018.11.27,任务编号：680174,￥800,15天,河南省-郑州市-金水区,梧桐雨Prince,https://task.epwk.com/javascript:;
【新房装修】简单的大单房装修效果图与施工图,https://task.epwk.com/677886/,3234人,2人,¥500,圆满完成,雇佣,笨小孩001,自用住房，农村的大单房，厨房、卫生间另外有专门的房间，只需设计卧房跟客厅，自己量了画了户型图跟简要的要求在里面，整体装修风格希望简洁实用，需要专业人士设计一下室内的效果图跟施工图，装修成本不宜太高，因为不常去住，意见仅供参考，设计师可以有自己的思路。,2018.11.04,2018.11.08,任务编号：677886,￥500,3天,云南省-昆明市-盘龙区,云宿,https://shop.epwk.com/m7d7w903p5q8/
【施工图设计】CAD平面制图,https://task.epwk.com/677678/,4207人,9人,¥200,圆满完成,雇佣,o58b808593df5f,说明：因小区装修需要打印的装修布局图。按照原图适当修改画出来即可。1.主卧和阳台的墙拆掉，换成背靠背的柜子。2.阳台和客厅的墙拆掉3.卫生间左转角淋浴房，其他不变弄三张图，一张房屋基础结构图，一张布局图，一张拆墙图。,2018.11.03,2018.11.04,任务编号：677678,"￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200","1天,1天,3天,1天,1天,3天,2天,3天,7天","广东省-东莞市-东莞市,重庆市-市辖区-万州区,江苏省-常州市-天宁区,浙江省-宁波市-奉化市,福建省-厦门市,浙江省-嘉兴市-嘉善县,广东省-深圳市-福田区,河南省-信阳市-新　县,江苏省-盐城市-射阳县",木子生活,https://shop.epwk.com/m7d7w93pr5q8/
【效果图设计】CAD版的平面布置图制作,https://task.epwk.com/668999/,2168人,27人,¥500,圆满完成,雇佣,arlen斌,利用CAD软件，根据我给出的pdf文件，按照上面的尺寸，绘画出CAD版的平面布置图,2018.10.11,2018.10.15,任务编号：668999,"￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500","2天,5天,5天,2天,2天,2天,2天,2天,100天,5天,2天","上海市-市辖区,湖北省-襄樊市,江苏省-南通市,河北省-保定市-新市区,河北省-保定市-涿州市,广东省-珠海市-香洲区,湖南省-长沙市-岳麓区,北京市-北京市-朝阳区,江苏省-连云港市-新浦区,浙江省-金华市-磐安县,福建省-厦门市",上海暔尚广告设计公司,https://shop.epwk.com/z2nkzz1k4nqy/
【其他家装服务】商业楼的外墙保温面积计算,https://task.epwk.com/666568/,2257人,3人,¥200,圆满完成,雇佣,o598bab6c39181,一栋21层商业楼的外墙保温面积计算,2018.10.05,2018.10.12,任务编号：666568,"￥200,￥200,￥200","6天,7天,3天","江苏省-常州市-武进区,江苏省-盐城市-射阳县,江苏省-常州市-天宁区",常州九州设计,https://shop.epwk.com/qgdmj8qwodke/
【效果图设计】店铺设计图、效果图、平面图制作,https://task.epwk.com/665121/,1314人,7人,¥200,圆满完成,雇佣,ClearMAX,店铺设计图、效果图、平面图，希望三天内做完。共八平米左右。,2018.09.28,2018.10.03,任务编号：665121,"￥200,￥200,￥200,￥200,￥200,￥200,￥200","2天,3天,3天,700天,3天,3天,7天","福建省-厦门市,福建省-宁德市,江苏省-常州市-天宁区,上海市-市辖区-静安区,河南省-南阳市-镇平县,河北省-衡水市-桃城区,江苏省-盐城市-射阳县",走心建筑设计,https://shop.epwk.com/78dljmx4l5lx/
【施工图设计】装修公司展厅办公场所设计,https://task.epwk.com/659993/,1709人,2人,¥1200,圆满完成,雇佣,龙腾装饰,本人有个套内191门市，准备开个装修公司，做家装，需要设计展厅和办公场所需要在一起，展厅的每一面墙都需要有图纸，图纸标明用什么材料，展厅需要上样瓷砖，卧室门，衣柜门，卫浴等材料，装修的简单大方就行了，不需要豪装，节约成本。合作愉快的话可以长期合作。,2018.09.13,2018.10.11,任务编号：659993,"￥1200,￥1200","3天,5天","上海市-市辖区,江苏省-常州市-天宁区",上海暔尚广告设计公司,https://shop.epwk.com/z2nkzz1k4nqy/
【效果图设计】房子重新装修效果图设计,https://task.epwk.com/658278/,1477人,12人,¥1800,圆满完成,雇佣,zhangy9,我想将房子重新装修，需要田园风格或者整体效果温馨的，需要效果图，施工图，材料预算清单等相关图表。重新装修预算在5万以内，有意请联系我微信,2018.09.09,2018.09.25,任务编号：658278,"￥1800,￥1800,￥1800,￥1800,￥1800,￥1800,￥1800,￥1800,￥1800,￥1800,￥1800,￥1800","5天,10天,5天,5天,7天,7天,7天,5天,7天,7天,5天,5天","四川省-成都市,河南省-郑州市,河北省-衡水市,香港-香港-九龙城区,辽宁省-辽阳市-太子河区,江苏省-连云港市,浙江省-金华市-婺城区,河南省-南阳市-宛城区,湖北省-荆州市-松滋市,江苏省-盐城市-射阳县,重庆市-市辖区-万州区,广东省-深圳市-福田区",黑马创意,https://shop.epwk.com/3gd2myomwner/
【施工图设计】瓷砖布局设计,https://task.epwk.com/657146/,1874人,2人,¥200,圆满完成,雇佣,o5b324a567a930,新房子，装修，地面瓷砖布局设计。请微信沟通，不要打电话,2018.09.06,2018.09.07,任务编号：657146,"￥200,￥200","5天,3天","四川省-成都市,广东省-深圳市-福田区",黑马创意,https://shop.epwk.com/3gd2myomwner/
【新房装修】别墅设计，影音室客厅卧室效果图制作,https://task.epwk.com/651615/,1912人,1人,¥1000,圆满完成,雇佣,o5a656478b1bae,别墅设计，影音室客厅卧室效果图制作,2018.08.21,2018.09.11,任务编号：651615,￥1000,5天,江苏省-常州市-新北区,常州九州设计,https://shop.epwk.com/qgdmj8qwodke/
【效果图设计】餐饮品牌室内设计,https://task.epwk.com/650298/,2179人,18人,¥1200,圆满完成,雇佣,MR_黄先生,品牌名称：海食山萌经营范围：铁板海鲜 捞汁海鲜 海鲜大咖风格要求：渔民风范 根据PPT元素（参考附件PPT） 设计要鲜明独特设计室内效果和门头效果图选定方案后要出施工图 费用另算,2018.08.17,2018.08.27,任务编号：650298,"￥1200,￥1200,￥1200,￥1200,￥1200,￥1200,￥1200,￥1200,￥1200,￥1200,￥1200","5天,6天,7天,7天,5天,2天,10天,5天,2天,5天,5天","北京市-北京市-朝阳区,湖南省-长沙市-岳麓区,四川省-成都市,江苏省-连云港市,广东省-广州市-增城市,山东省-青岛市-城阳区,福建省-泉州市-晋江市,河南省-南阳市-镇平县,广东省-深圳市-南山区,山东省-聊城市,河南省-郑州市",北京沙微谷空间设计,https://shop.epwk.com/2j5jjyopv5pz/
【效果图设计】设计小吃摊位平面图和效果图,https://task.epwk.com/646716/,2076人,15人,¥500,圆满完成,雇佣,o5b6a4370d395b,设计小吃摊位平面图和效果图，面积5平方,2018.08.08,2018.08.24,任务编号：646716,"￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500","3天,2天,3天,2天,3天,3天,3天,4天,1天,3天,510天,2天","上海市-市辖区,上海市-市辖区-杨浦区,北京市-北京市,广东省-深圳市-南山区,河南省-郑州市,浙江省-杭州市,广西壮族自治区-桂林市-永福县,江苏省-泰州市-泰兴市,广东省-深圳市-龙岗区,福建省-厦门市,广东省-深圳市-罗湖区,安徽省-合肥市-包河区",上海暔尚广告设计公司,https://shop.epwk.com/z2nkzz1k4nqy/
【展台展厅】蛋艺展厅设计（10-20平方米）,https://task.epwk.com/629472/,1814人,2人,¥1200,圆满完成,雇佣,o5b3042bf30b21,蛋艺展示厅，中国传统元素的新中式风格，要求：用于户外展示，不能现场制作，要有防雨防晒设施，详见附件文档。,2018.06.25,2018.07.04,任务编号：629472,,,,走心建筑设计,https://shop.epwk.com/78dljmx4l5lx/
,,,,,,,,,,,,,,,,
【效果图设计】健康中心体验店效果图制作,https://task.epwk.com/624847/,1313人,1人,¥3000,圆满完成,雇佣,o5af2****74a97,健康 中心体验店:前台形象图一张，会议室一张，办公室一张，接待中心一张。俯视图一张，以上5张为效果图。平面cad一张。,2018.06.11,2018.07.01,任务编号：624847,￥1000,7天,广东省-广州市,道恩空间美学设计,https://shop.epwk.com/m7d7w9wwp5q8/
【其他建筑设计】林中小屋一套建施图和结施图设计,https://task.epwk.com/624519/,1650人,2人,¥800,圆满完成,雇佣,新恒鑫住工,50平方左右，具体见平面图,2018.06.10,2018.06.25,任务编号：624519,"￥800,￥800","2天,5天","福建省-厦门市,山东省-日照市-东港区",走心建筑设计,https://shop.epwk.com/78dljmx4l5lx/
【新房装修】客厅效果图设计,https://task.epwk.com/623546/,4673人,30人,¥500,圆满完成,雇佣,明天会更好66,请根据我提供的平面图设计下，具体详谈。微信联系，不便电话,2018.06.07,2018.06.11,任务编号：623546,"￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500","500天,4天,4天,4天,2天,5天,5天,5天,5天,2天,3天,4天","广东省-广州市-白云区,江苏省-南京市-浦口区,广东省-深圳市-福田区,天津市-市辖区-河东区,广东省-广州市-越秀区,四川省-成都市-青白江区,辽宁省-大连市-甘井子区,江苏省-盐城市-射阳县,江苏省-盐城市-射阳县,安徽省-合肥市-庐阳区,广东省-江门市-江海区,河北省-石家庄市-裕华区",道恩空间美学设计,https://shop.epwk.com/m7d7w9wwp5q8/
【橱柜定制】草图生产实木橱柜设计,https://task.epwk.com/620250/,6257人,1人,¥66000,圆满完成,雇佣,政客,根据设计草图生产实木橱柜。,2018.05.30,2018.06.05,任务编号：620250,￥66000,2天,广东省-广州市-白云区,ytl215767305,https://task.epwk.com/javascript:;
【施工图设计】林中小屋建施图效果图设计,https://task.epwk.com/618953/,2420人,12人,¥2000,圆满完成,雇佣,新恒鑫住工,林中小屋建施图效果图：2房一厅（约60平）3房一厅（约70平）各一套,2018.05.28,2018.06.10,任务编号：618953,"￥2000,￥2000,￥2000,￥2000,￥2000,￥2000,￥2000,￥2000,￥2000,￥2000,￥2000,￥2000","5天,7天,10天,5天,7天,5天,2天,7天,7天,10天,5天,10天","福建省-厦门市,上海市-市辖区-青浦区,海南省-海口市-琼山区,河南省-南阳市-宛城区,湖南省-长沙市-天心区,广西-南宁市-市辖区,河北省-保定市-新市区,湖北省-荆州市-松滋市,贵州省-贵阳市-云岩区,河北省-唐山市-路北区,北京市-北京市-东城区,山东省-日照市-东港区",走心建筑设计,https://shop.epwk.com/78dljmx4l5lx/
